dataset,model,strategy,pred_file,rel_path,n,auroc,ci_low,ci_high,auc_std,status,is_ood,model_family,model_type
Camelyon17,PubMedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/Camelyon17/PubMedCLIP/eval_seed0/original_pretrained/predictions.json,Camelyon17/PubMedCLIP/eval_seed0/original_pretrained,920,0.3300615500769794,0.29476636898440634,0.3663967463219795,0.0182481610035393,OK,1,CLIP,medical
Camelyon17,PubMedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/Camelyon17/PubMedCLIP/train_img-lora-lp_seed42/predictions.json,Camelyon17/PubMedCLIP/train_img-lora-lp_seed42,920,0.9556464638908196,0.9436696579880208,0.9665127243647167,0.0059266927485511,OK,1,CLIP,medical
Camelyon17,PubMedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/Camelyon17/PubMedCLIP/train_lp_seed42/predictions.json,Camelyon17/PubMedCLIP/train_lp_seed42,920,0.9558826014969196,0.9433732719457725,0.9669447068889575,0.0059666689413107,OK,1,CLIP,medical
Camelyon17,SigLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/Camelyon17/SigLIP/eval_seed0/original_pretrained/predictions.json,Camelyon17/SigLIP/eval_seed0/original_pretrained,920,0.5980712778923842,0.5620114070335661,0.6369326550128539,0.018412003577847,OK,1,SigLIP,general
Camelyon17,SigLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/Camelyon17/SigLIP/train_img-lora-lp_seed42/predictions.json,Camelyon17/SigLIP/train_img-lora-lp_seed42,920,0.9720267294455323,0.9612691934805357,0.980674792816031,0.0048296003205509,OK,1,SigLIP,general
Camelyon17,SigLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/Camelyon17/SigLIP/train_lp_seed42/predictions.json,Camelyon17/SigLIP/train_lp_seed42,920,0.9721404635446673,0.961487906968174,0.9807654249647237,0.0048093611444689,OK,1,SigLIP,general
CheXpert,BLIP2-2.7b,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/BLIP2-2.7b/eval_seed0/original_pretrained/predictions.json,CheXpert/BLIP2-2.7b/eval_seed0/original_pretrained,234,0.5702872303981265,0.4605162627285369,0.6730210576692988,0.0556579112017689,OK,1,CLIP,general
CheXpert,BLIP2-2.7b,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/BLIP2-2.7b/train_img-lora-lp_seed42/predictions.json,CheXpert/BLIP2-2.7b/train_img-lora-lp_seed42,234,0.8595810715639675,0.799213930417557,0.9117241358265794,0.0297327599729813,OK,1,CLIP,general
CheXpert,BLIP2-2.7b,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/BLIP2-2.7b/train_lp_seed42/predictions.json,CheXpert/BLIP2-2.7b/train_lp_seed42,234,0.8612307963537223,0.8027657306304645,0.9116656170064336,0.0294112273779402,OK,1,CLIP,general
CheXpert,BioMedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/BioMedCLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/BioMedCLIP/eval_seed0/original_pretrained,234,0.6057362491547499,0.5066236034108841,0.7063267223233587,0.0547156164108317,OK,0,CLIP,medical
CheXpert,BioMedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/BioMedCLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/BioMedCLIP/train_img-lora-lp_seed42,234,0.8838693612108088,0.833677643254098,0.9329964278751878,0.026094800802627,OK,0,CLIP,medical
CheXpert,BioMedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/BioMedCLIP/train_lp_seed42/predictions.json,CheXpert/BioMedCLIP/train_lp_seed42,234,0.8853787810892721,0.8345297649317552,0.9342458638337086,0.0259839187114353,OK,0,CLIP,medical
CheXpert,CLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/CLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/CLIP/eval_seed0/original_pretrained,234,0.4076341958440569,0.31477129059388476,0.5022529851782429,0.0495602843687792,OK,1,CLIP,general
CheXpert,CLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/CLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/CLIP/train_img-lora-lp_seed42,234,0.8228245879888719,0.7493475752436801,0.890852654685142,0.0354310471760953,OK,1,CLIP,general
CheXpert,CLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/CLIP/train_lp_seed42/predictions.json,CheXpert/CLIP/train_lp_seed42,234,0.8223139377531402,0.7505795230322889,0.8887741802716421,0.0351858420053116,OK,1,CLIP,general
CheXpert,MedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/MedCLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/MedCLIP/eval_seed0/original_pretrained,234,0.9047071672526854,0.847105175822363,0.9517654446946243,0.0275165160224934,OK,0,CLIP,medical
CheXpert,MedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/MedCLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/MedCLIP/train_img-lora-lp_seed42,234,0.86622929320199,0.8187829473894822,0.911416498289324,0.0241612001796714,OK,0,CLIP,medical
CheXpert,MedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/MedCLIP/train_lp_seed42/predictions.json,CheXpert/MedCLIP/train_lp_seed42,234,0.8687632278459886,0.8198221293266288,0.9135756281982231,0.024386803162547,OK,0,CLIP,medical
CheXpert,MedSigLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/MedSigLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/MedSigLIP/eval_seed0/original_pretrained,234,0.6248750020030752,0.5250176913488466,0.7162523353201578,0.0495578112653687,OK,0,SigLIP,medical
CheXpert,MedSigLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/MedSigLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/MedSigLIP/train_img-lora-lp_seed42,234,0.8883438906519564,0.8419527680152942,0.9309664694280079,0.0229605095312171,OK,0,SigLIP,medical
CheXpert,MedSigLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/MedSigLIP/train_lp_seed42/predictions.json,CheXpert/MedSigLIP/train_lp_seed42,234,0.8894340459242484,0.8429932794084019,0.9318808629232912,0.0228651191441824,OK,0,SigLIP,medical
CheXpert,PLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/PLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/PLIP/eval_seed0/original_pretrained,234,0.46738167059585584,0.36028378882430934,0.5674965691698434,0.0546472422828895,OK,1,CLIP,medical
CheXpert,PLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/PLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/PLIP/train_img-lora-lp_seed42,234,0.8493247753660526,0.7877294518159903,0.9054851060090633,0.0311812550561514,OK,1,CLIP,medical
CheXpert,PLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/PLIP/train_lp_seed42/predictions.json,CheXpert/PLIP/train_lp_seed42,234,0.8488403687052287,0.7875714924543049,0.9045206690866106,0.0310370641003587,OK,1,CLIP,medical
CheXpert,PubMedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/PubMedCLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/PubMedCLIP/eval_seed0/original_pretrained,234,0.7660631604683455,0.6895969337012444,0.8377946364243521,0.0384284925711841,OK,0,CLIP,medical
CheXpert,PubMedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/PubMedCLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/PubMedCLIP/train_img-lora-lp_seed42,234,0.8445365137442123,0.7724349259717455,0.9050073529411765,0.0351166036315391,OK,0,CLIP,medical
CheXpert,PubMedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/PubMedCLIP/train_lp_seed42/predictions.json,CheXpert/PubMedCLIP/train_lp_seed42,234,0.8428714088006056,0.7692438525953122,0.9038545017471934,0.0354989378286341,OK,0,CLIP,medical
CheXpert,SigLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/SigLIP/eval_seed0/original_pretrained/predictions.json,CheXpert/SigLIP/eval_seed0/original_pretrained,234,0.5339807027732919,0.4382582730659654,0.6363071295079081,0.0497546777945701,OK,1,SigLIP,general
CheXpert,SigLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/SigLIP/train_img-lora-lp_seed42/predictions.json,CheXpert/SigLIP/train_img-lora-lp_seed42,234,0.8528186598440545,0.7927766279634837,0.9075102656194057,0.0315532092287501,OK,1,SigLIP,general
CheXpert,SigLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/CheXpert/SigLIP/train_lp_seed42/predictions.json,CheXpert/SigLIP/train_lp_seed42,234,0.8534538184910372,0.7920087851510955,0.9085444567334279,0.0314183566056281,OK,1,SigLIP,general
GF3300,BLIP2-2.7b,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/BLIP2-2.7b/eval_seed0/original_pretrained/predictions.json,GF3300/BLIP2-2.7b/eval_seed0/original_pretrained,594,0.36875093018886707,0.3248802132481613,0.41355377576968483,0.0236388860191086,OK,1,CLIP,general
GF3300,BLIP2-2.7b,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/BLIP2-2.7b/train_img-lora-lp_seed42/predictions.json,GF3300/BLIP2-2.7b/train_img-lora-lp_seed42,594,0.8134877320926616,0.7792351830695255,0.8463191325065489,0.0177320547222612,OK,1,CLIP,general
GF3300,BLIP2-2.7b,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/BLIP2-2.7b/train_lp_seed42/predictions.json,GF3300/BLIP2-2.7b/train_lp_seed42,594,0.8107281102390318,0.7758262368926098,0.8445575442807381,0.0178130759350211,OK,1,CLIP,general
GF3300,BioMedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/BioMedCLIP/eval_seed0/original_pretrained/predictions.json,GF3300/BioMedCLIP/eval_seed0/original_pretrained,594,0.4790332068591998,0.4338847703391394,0.5252313014766404,0.0241444035544567,OK,1,CLIP,medical
GF3300,BioMedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/BioMedCLIP/train_img-lora-lp_seed42/predictions.json,GF3300/BioMedCLIP/train_img-lora-lp_seed42,594,0.8167762599234097,0.784037046611297,0.8491329733396502,0.0169570913975914,OK,1,CLIP,medical
GF3300,BioMedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/BioMedCLIP/train_lp_seed42/predictions.json,GF3300/BioMedCLIP/train_lp_seed42,594,0.8173856370265703,0.7823808648935288,0.8494774666410128,0.0171906295173442,OK,1,CLIP,medical
GF3300,CLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/CLIP/eval_seed0/original_pretrained/predictions.json,GF3300/CLIP/eval_seed0/original_pretrained,594,0.47599751859788453,0.4326172217951343,0.5213317310374308,0.023927705837255,OK,1,CLIP,general
GF3300,CLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/CLIP/train_img-lora-lp_seed42/predictions.json,GF3300/CLIP/train_img-lora-lp_seed42,594,0.7915830491595498,0.7564512798551611,0.8277740712812098,0.0180488109486663,OK,1,CLIP,general
GF3300,CLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/CLIP/train_lp_seed42/predictions.json,GF3300/CLIP/train_lp_seed42,594,0.7908489735657687,0.7556233174610977,0.8261975693135083,0.018169711558572,OK,1,CLIP,general
GF3300,MedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/MedCLIP/eval_seed0/original_pretrained/predictions.json,GF3300/MedCLIP/eval_seed0/original_pretrained,594,0.3807484465189012,0.3345782726866809,0.4279970421783545,0.0226961194233014,OK,1,CLIP,medical
GF3300,MedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/MedCLIP/train_img-lora-lp_seed42/predictions.json,GF3300/MedCLIP/train_img-lora-lp_seed42,594,0.706873549874228,0.6657148946407005,0.744845857189353,0.0208507680710713,OK,1,CLIP,medical
GF3300,MedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/MedCLIP/train_lp_seed42/predictions.json,GF3300/MedCLIP/train_lp_seed42,594,0.7101962811556739,0.6699970774324492,0.7503812236452184,0.0205243195208284,OK,1,CLIP,medical
GF3300,MedSigLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/MedSigLIP/eval_seed0/original_pretrained/predictions.json,GF3300/MedSigLIP/eval_seed0/original_pretrained,594,0.5446192777793205,0.49802682159846207,0.5920786780662576,0.0241118378389028,OK,1,SigLIP,medical
GF3300,MedSigLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/MedSigLIP/train_img-lora-lp_seed42/predictions.json,GF3300/MedSigLIP/train_img-lora-lp_seed42,594,0.7618567214785086,0.7237449022171244,0.7982344529729242,0.0195847976937078,OK,1,SigLIP,medical
GF3300,MedSigLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/MedSigLIP/train_lp_seed42/predictions.json,GF3300/MedSigLIP/train_lp_seed42,594,0.764516319340585,0.7264417400781038,0.8000653183086034,0.0195443235398116,OK,1,SigLIP,medical
GF3300,PLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/PLIP/eval_seed0/original_pretrained/predictions.json,GF3300/PLIP/eval_seed0/original_pretrained,594,0.3633049233370669,0.31918341507953896,0.40576041483034814,0.0228164772001423,OK,1,CLIP,medical
GF3300,PLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/PLIP/train_img-lora-lp_seed42/predictions.json,GF3300/PLIP/train_img-lora-lp_seed42,594,0.7812021219820067,0.7409544654142758,0.8162488085511982,0.018434592298081,OK,1,CLIP,medical
GF3300,PLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/PLIP/train_lp_seed42/predictions.json,GF3300/PLIP/train_lp_seed42,594,0.781530540810719,0.7412457106371123,0.816992172230882,0.0184423371155734,OK,1,CLIP,medical
GF3300,PubMedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/PubMedCLIP/eval_seed0/original_pretrained/predictions.json,GF3300/PubMedCLIP/eval_seed0/original_pretrained,594,0.4137583022691523,0.3699952369034453,0.4582789194376525,0.0236798825459996,OK,1,CLIP,medical
GF3300,PubMedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/PubMedCLIP/train_img-lora-lp_seed42/predictions.json,GF3300/PubMedCLIP/train_img-lora-lp_seed42,594,0.7673492732769196,0.7312838131823077,0.8037201901950191,0.0187466874073012,OK,1,CLIP,medical
GF3300,PubMedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/PubMedCLIP/train_lp_seed42/predictions.json,GF3300/PubMedCLIP/train_lp_seed42,594,0.7707021196181597,0.7347632309135111,0.8057134957984096,0.0185408677455202,OK,1,CLIP,medical
GF3300,SigLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/SigLIP/eval_seed0/original_pretrained/predictions.json,GF3300/SigLIP/eval_seed0/original_pretrained,594,0.5529504423939813,0.5075029269972451,0.5993715995066717,0.0233454389838102,OK,1,SigLIP,general
GF3300,SigLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/SigLIP/train_img-lora-lp_seed42/predictions.json,GF3300/SigLIP/train_img-lora-lp_seed42,594,0.7773721263649095,0.7400479476802181,0.8112469644195476,0.018371788951906,OK,1,SigLIP,general
GF3300,SigLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/GF3300/SigLIP/train_lp_seed42/predictions.json,GF3300/SigLIP/train_lp_seed42,594,0.7721870670554813,0.7353977836163289,0.8075065073890052,0.0184939115985731,OK,1,SigLIP,general
HAM10000,BLIP2-2.7b,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/BLIP2-2.7b/eval_seed0/original_pretrained/predictions.json,HAM10000/BLIP2-2.7b/eval_seed0/original_pretrained,1811,0.5412902696668196,0.49940539181163063,0.583604580223302,0.0200595793703992,OK,1,CLIP,general
HAM10000,BLIP2-2.7b,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/BLIP2-2.7b/train_img-lora-lp_seed42/predictions.json,HAM10000/BLIP2-2.7b/train_img-lora-lp_seed42,1811,0.8756877966584968,0.8574958251279606,0.8928333565184712,0.0090874566786967,OK,1,CLIP,general
HAM10000,BLIP2-2.7b,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/BLIP2-2.7b/train_lp_seed42/predictions.json,HAM10000/BLIP2-2.7b/train_lp_seed42,1811,0.876300572680699,0.8575912505946127,0.8928951788189895,0.009029575497402,OK,1,CLIP,general
HAM10000,BioMedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/BioMedCLIP/eval_seed0/original_pretrained/predictions.json,HAM10000/BioMedCLIP/eval_seed0/original_pretrained,1811,0.5676073362569628,0.5326431774529548,0.602881660962493,0.0188069173172221,OK,0,CLIP,medical
HAM10000,BioMedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/BioMedCLIP/train_img-lora-lp_seed42/predictions.json,HAM10000/BioMedCLIP/train_img-lora-lp_seed42,1811,0.8700917121831783,0.8504795723805864,0.8881860678320452,0.0099203196884001,OK,0,CLIP,medical
HAM10000,BioMedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/BioMedCLIP/train_lp_seed42/predictions.json,HAM10000/BioMedCLIP/train_lp_seed42,1811,0.8655035604000418,0.8467433546144559,0.8836720969067232,0.0101567569983825,OK,0,CLIP,medical
HAM10000,CLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/CLIP/eval_seed0/original_pretrained/predictions.json,HAM10000/CLIP/eval_seed0/original_pretrained,1811,0.46430546597839806,0.4289732930556172,0.5035168500253087,0.0201364494656325,OK,1,CLIP,general
HAM10000,CLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/CLIP/train_img-lora-lp_seed42/predictions.json,HAM10000/CLIP/train_img-lora-lp_seed42,1811,0.8376770678440177,0.8167127993383096,0.8581776682288443,0.0109834724309076,OK,1,CLIP,general
HAM10000,CLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/CLIP/train_lp_seed42/predictions.json,HAM10000/CLIP/train_lp_seed42,1811,0.838885749191663,0.8184116615770357,0.8585535387806227,0.0108444600829578,OK,1,CLIP,general
HAM10000,MedCLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/MedCLIP/eval_seed0/original_pretrained/predictions.json,HAM10000/MedCLIP/eval_seed0/original_pretrained,1811,0.48761600522307497,0.44837154750058583,0.5287767364966302,0.0208751298121303,OK,1,CLIP,medical
HAM10000,MedCLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/MedCLIP/train_img-lora-lp_seed42/predictions.json,HAM10000/MedCLIP/train_img-lora-lp_seed42,1811,0.741401735333087,0.7114753662684478,0.7712259565614784,0.0158562793488378,OK,1,CLIP,medical
HAM10000,MedCLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/MedCLIP/train_lp_seed42/predictions.json,HAM10000/MedCLIP/train_lp_seed42,1811,0.7358093833363639,0.7033058834547689,0.7646426223171094,0.0164278406481139,OK,1,CLIP,medical
HAM10000,MedSigLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/MedSigLIP/eval_seed0/original_pretrained/predictions.json,HAM10000/MedSigLIP/eval_seed0/original_pretrained,1811,0.5254907638618408,0.49206273291531194,0.5592185309343186,0.0190610847030791,OK,0,SigLIP,medical
HAM10000,MedSigLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/MedSigLIP/train_img-lora-lp_seed42/predictions.json,HAM10000/MedSigLIP/train_img-lora-lp_seed42,1811,0.8638605317750336,0.8436059296993956,0.8816839646404451,0.0097327626497721,OK,0,SigLIP,medical
HAM10000,MedSigLIP,FT-LP,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/MedSigLIP/train_lp_seed42/predictions.json,HAM10000/MedSigLIP/train_lp_seed42,1811,0.8622744443297595,0.8424261952124739,0.880569020461573,0.0098205735138839,OK,0,SigLIP,medical
HAM10000,PLIP,ZS,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/PLIP/eval_seed0/original_pretrained/predictions.json,HAM10000/PLIP/eval_seed0/original_pretrained,1811,0.45737658476143533,0.42232683842444324,0.49435620538058356,0.0196191314396877,OK,1,CLIP,medical
HAM10000,PLIP,FT-LoRA,/project/6101776/nanboy/MedVLMBench/log/diagnosis/HAM10000/PLIP/train_img-lora-lp_seed42/predictions.json,HAM10000/PLIP/train_img-lora-lp_seed42,1811,0.8431323332399272,0.8215366372843826,0.8627643250392583,0.0102164280603173,OK,1,CLIP,medical
